"Категория";"Производитель";"Товар";"Описание";"Цена (розница)";"Наличие";"Ссылка";"Гарантия, м";"Полное описание";"Ссылка на товар в интернет магазине"
"Мобильные телефоны";"Microsoft";"Microsoft Lumia 950 Dual SIM";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"689.00";"На складе";"https://phone.1k.by/mobile/microsoft/Microsoft_Lumia_950_Dual_SIM-2342991.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G (2n Gen) Dual SIM 8Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"400.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G_2n_Gen_Dual_SIM_8Gb-1612163.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G (3rd Gen.) 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"321.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G_3rd_Gen_16Gb-2375803.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G (3rd Gen.) 8Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"338.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G_3rd_Gen_8Gb-2375805.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"283.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G_16Gb-1000021.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G 8Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"294.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G_8Gb-999859.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G Dual SIM 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"990.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G_Dual_SIM_16Gb-1387279.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G Dual SIM 8Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"400.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G_Dual_SIM_8Gb-1387277.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G4 16Gb (XT1622)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"329.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G4_16Gb_XT1622-2653041.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G4 Play (XT1602)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"250.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G4_Play_XT1602-2804231.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G4 Plus 16Gb (XT1642)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"407.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G4_Plus_16Gb_XT1642-2659835.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G4 Plus 16Gb (XT1644)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"399.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G4_Plus_16Gb_XT1644-2589503.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G4 Plus 32Gb (XT1642)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"570.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G4_Plus_32Gb_XT1642-2846115.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto G4 Plus 32Gb (XT1644)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"570.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_G4_Plus_32Gb_XT1644-2589501.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto X Style 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"683.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_X_Style_16Gb-2591225.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto X Style 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"740.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_X_Style_32Gb-2438763.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto Z 32Gb (XT1650)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"990.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_Z_32Gb_XT1650-2670927.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto Z 64Gb (XT1650)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1000.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_Z_64Gb_XT1650-2762641.html";"36";"";"";
"Мобильные телефоны";"Motorola";"Motorola Moto Z Play (XT1635-02)";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"920.00";"На складе";"https://phone.1k.by/mobile/motorola/Motorola_Moto_Z_Play_XT1635_02-2722831.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia 3 Dual SIM";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"287.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_3_Dual_SIM-2941457.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia 6 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"503.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_6_32Gb-2895201.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia 6 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"610.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_6_64Gb-2776943.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia 6700 classic Gold Edition";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"250.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_6700_classic_Gold_Edition-376345.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia 6700 classic Illuvial";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"250.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_6700_classic_Illuvial-621716.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia Lumia 1020";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"575.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_Lumia_1020-896801.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia Lumia 1320";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"351.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_Lumia_1320-973511.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia Lumia 1520";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"735.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_Lumia_1520-977971.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia Lumia 830";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"400.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_Lumia_830-1471587.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia Lumia 920";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"230.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_Lumia_920-736207.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia Lumia 925 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"300.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_Lumia_925_16Gb-853447.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia Lumia 925 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"519.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_Lumia_925_32Gb-1390481.html";"36";"";"";
"Мобильные телефоны";"Nokia";"Nokia Lumia 930";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!";"560.00";"На складе";"https://phone.1k.by/mobile/nokia/Nokia_Lumia_930-1376537.html";"36";"";"";
"Мобильные телефоны";"OnePlus";"OnePlus 3";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"810.00";"На складе";"https://phone.1k.by/mobile/oneplus/OnePlus_3-2551001.html";"36";"";"";
"Мобильные телефоны";"OnePlus";"OnePlus 3T 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1100.00";"На складе";"https://phone.1k.by/mobile/oneplus/OnePlus_3T_128Gb-2809155.html";"36";"";"";
"Мобильные телефоны";"OnePlus";"OnePlus 3T 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"890.00";"На складе";"https://phone.1k.by/mobile/oneplus/OnePlus_3T_64Gb-2761815.html";"36";"";"";
"Мобильные телефоны";"OnePlus";"OnePlus 5 128GB";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1320.00";"На складе";"https://phone.1k.by/mobile/oneplus/OnePlus_5_128GB-2924221.html";"36";"";"";
"Мобильные телефоны";"OnePlus";"OnePlus 5 64GB";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1150.00";"На складе";"https://phone.1k.by/mobile/oneplus/OnePlus_5_64GB-2924223.html";"36";"";"";
"Мобильные телефоны";"OnePlus";"OnePlus One 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"510.00";"На складе";"https://phone.1k.by/mobile/oneplus/OnePlus_One_16Gb-1409361.html";"36";"";"";
"Мобильные телефоны";"OnePlus";"OnePlus One 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"549.00";"На складе";"https://phone.1k.by/mobile/oneplus/OnePlus_One_64Gb-1434211.html";"36";"";"";
"Мобильные телефоны";"OnePlus";"OnePlus X";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"479.00";"На складе";"https://phone.1k.by/mobile/oneplus/OnePlus_X-2338063.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A3 (2017) SM-A320F";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"530.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A3_2017_SM_A320F-2777723.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A3 Duos SM-A300F/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"330.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A3_Duos_SM_A300FDS-1771203.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A3 Duos SM-A300H/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"349.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A3_Duos_SM_A300HDS-1823605.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A3 SM-A300FU";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"360.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A3_SM_A300FU-2172199.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A3 SM-A300H";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"349.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A3_SM_A300H-1929223.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A3 SM-A310F";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"420.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A3_SM_A310F-2388911.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A5 (2017) SM-A520F";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"670.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A5_2017_SM_A520F-2776929.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A5 Duos SM-A500F/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"450.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A5_Duos_SM_A500FDS-1772271.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A5 Duos SM-A500H/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"450.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A5_Duos_SM_A500HDS-1823617.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A5 SM-A500F";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"450.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A5_SM_A500F-2252095.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A5 SM-A500FU";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"479.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A5_SM_A500FU-2462219.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A5 SM-A500H";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"450.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A5_SM_A500H-2103187.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A5 SM-A510F";"Гарантия 36 месяцев.Original.СТБ.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A5_SM_A510F-2635125.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A5 SM-A510F/DS";"Гарантия 36 месяцев.Original.СТБ.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A5_SM_A510FDS-2375499.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 (2016) SM-A7100";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"650.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_2016_SM_A7100-2769019.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 (2017) SM-A720F";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"750.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_2017_SM_A720F-2778813.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 Duos SM-A700F/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_Duos_SM_A700FDS-1774115.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 Duos SM-A700H/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_Duos_SM_A700HDS-1823651.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 Duos SM-A700Y/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_Duos_SM_A700YDS-2214617.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 SM-A7000";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_SM_A7000-2541853.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 SM-A700F";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_SM_A700F-2131785.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 SM-A7108";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"650.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_SM_A7108-2755377.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A7 SM-A710F/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"650.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A7_SM_A710FDS-2375497.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A8 Duos SM-A800FD";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"600.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A8_Duos_SM_A800FD-2214589.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A8 SM-A8000";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"588.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A8_SM_A8000-2716321.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A8 SM-A800F";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"600.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A8_SM_A800F-2188603.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A9 Pro SM-A9100";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"760.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A9_Pro_SM_A9100-2550295.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy A9 SM-A9000";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"750.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_A9_SM_A9000-2406531.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Alpha SM-G850F";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"370.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Alpha_SM_G850F-1471777.html";"36";"";"";
